# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
301		s χ a	2021	REPORTATIVE PAST TENSE	Ayacucho	sqa		s χ a	sqa			parker1969
490		ʃ q a	2021	REPORTATIVE PAST TENSE	Cacra-Hongos	shqa		ʃ q a	shqa			shimelman2017
772		s q a	2021	REPORTATIVE PAST TENSE	Cuzco	sqa		s q a	sqa			cusihuaman1976
975		n a q	2022	REPORTATIVE PAST TENSE	Huallaga	naq		n a q	naq		-ñaq/-sqa	weber1996
1066		ɲ a q	2022	REPORTATIVE PAST TENSE	Huanca	ñaq		ɲ a q	ñaq		a veces pierde la consonante	cerron1976
1182		ʃ q a	2021	REPORTATIVE PAST TENSE	Huangascar	shqa		ʃ q a	shqa			shimelman2017
1500		ʃ q a	2021	REPORTATIVE PAST TENSE	Lincha-Tana	shqa		ʃ q a	shqa			shimelman2017
1587		ɲ a q	2022	REPORTATIVE PAST TENSE	Pacaraos	ñaq		ɲ a q	ñaq			adelaar1987
1826		ʃ q a	2021	REPORTATIVE PAST TENSE	SanPedro	shqa		ʃ q a	shqa			shimelman2017
1930		s - a	2021	REPORTATIVE PAST TENSE	Santiagueno	sa		s a	sa,sqa		-sa it's the most frequent, only used in periphrastic construction with auxiliar ka-; -sqa is reserved occasionally for 3SG and is not peiphrastic	juanatey2020
1931		s q a	2021	REPORTATIVE PAST TENSE	Santiagueno	sqa		s q a	sa,sqa		-sa it's the most frequent, only used in periphrastic construction with auxiliar ka-; -sqa is reserved occasionally for 3SG and is not peiphrastic	juanatey2020
2243		ʃ q a	2021	REPORTATIVE PAST TENSE	HuarazHuailas	shqa		ʃ q a			past perfect also	
2300		ʃ k a		REPORTATIVE PAST TENSE	Pastaza	shka		ʃ k a	shka			landerman1973
2309		ʃ k a		REPORTATIVE PAST TENSE	Chimborazo	ška		ʃ k a	ška			
#
1266		s k i	2035	RESISTED ACTION	HuarazHuailas	skI		s k i	skI			parker1976
#
773		ɾ i	2037	RESPONSIVE	Cuzco	ri		ɾ i	ri			cusihuaman1976
#
102		ʎ - a	2039	RESTRICTIVE	Apuri	lla		ʎ a	lla			shimelman2017
209		ʎ - a	2039	RESTRICTIVE	Apurimac	lla		ʎ a	lla, kama			camacho2006
302		ʎ - a	2039	RESTRICTIVE	Ayacucho	lla		ʎ a	lla		just a house	parker1969
379		ʎ - a	2039	RESTRICTIVE	Azuay	lla		ʎ a	lla			cordero1955
491		ʎ - a	2039	RESTRICTIVE	Cacra-Hongos	lla		ʎ a	lla			shimelman2017
563		ʎ - a	2039	RESTRICTIVE	Cajamarca	lla		ʎ a	lla		solamente,  nomás	quesada2006
621		ʎ a	2039	RESTRICTIVE	Chachapoyas	lla		ʎ a	lla			taylor1979
774		ʎ - a	2039	RESTRICTIVE	Cuzco	lla		ʎ a	lla			cusihuaman1976
854		g a - -	2039	RESTRICTIVE	Ferrenafe	ga		g a	ga, la		*/Ĭa/ protoquechua. Depende del contexto para g o l	
855		l - a	2039	RESTRICTIVE	Ferrenafe	la		l a	ga, la		*/Ĭa/ protoquechua. Depende del contexto para g o l	
953		j a q	1598	RESTRICTIVE	Huallaga	yaq		j a q	yaq, kama			weber1996
1067		ʎ - a	2039	RESTRICTIVE	Huanca	lla		ʎ a	lla			cerron1976
1183		ʎ - a	2039	RESTRICTIVE	Huangascar	lla		ʎ a	lla			shimelman2017
1267		ʎ - a	2039	RESTRICTIVE	HuarazHuailas	lla		ʎ a	lla		limitativo	parker1976
1339		ʎ - a	2039	RESTRICTIVE	Inga	lla		ʎ a	lla			tandioy1978
1501		ʎ - a	2039	RESTRICTIVE	Lincha-Tana	lla		ʎ a	lla			shimelman2017
1588		l - a	2039	RESTRICTIVE	Pacaraos	la		l a	la		indica restricción o disminuye la importancia del acto referido por el verbo al cual se añade	adelaar1987
1719		ʎ a	2039	RESTRICTIVE	SanMartin	lla		ʎ a	lla		no más, solamente	coombs1976
1827		ʎ - a	2039	RESTRICTIVE	SanPedro	lla		ʎ a	lla			shimelman2017
1932		ʎ a	2039	RESTRICTIVE	Santiagueno	lla		ʎ a	lla			juanatey2020
2014		l - a	2039	RESTRICTIVE	Tarma	la		l a	la			adelaar1977
2220		ʎ a		RESTRICTIVE	Imbabura	lla		ʎ a				cole1985
#
775		n a	2061	REUBICATIVE	Cuzco	na		n a	na			cusihuaman1976
#
103		t a q	2063	SEQUENTIAL	Apuri	taq		t a q	taq			shimelman2017
211		t a q	2063	SEQUENTIAL	Apurimac	taq		t a q	taq			camacho2006
303		t a χ	2063	SEQUENTIAL	Ayacucho	taq		t a χ	taq			parker1969
492		t a q	2063	SEQUENTIAL	Cacra-Hongos	taq		t a q	taq			shimelman2017
564		t a χ	2063	SEQUENTIAL	Cajamarca	taq		t a χ	taq			quesada2006
776		q t i	2064	SEQUENTIAL	Cuzco	qti		q t i	qti			cusihuaman1976
777		t a q	2063	SEQUENTIAL	Cuzco	taq		t a q	taq			cusihuaman1976
1068		t a q	2063	SEQUENTIAL	Huanca	taq		t a q	taq			cerron1976
1184		t a q	2063	SEQUENTIAL	Huangascar	taq		t a q	taq			shimelman2017
1394		t a q	2063	SEQUENTIAL	Laraos	taq		t a q	taq			taylor1990
1502		t a q	2063	SEQUENTIAL	Lincha-Tana	taq		t a q	taq			shimelman2017
1828		t a q	2063	SEQUENTIAL	SanPedro	taq		t a q	taq			shimelman2017
2015		t a q	2063	SEQUENTIAL	Tarma	taq		t a q	taq		whats with -rku?	adelaar1977
2244		r aː		SEQUENTIAL	HuarazHuailas	raa		r aː				
2310		t a k		SEQUENTIAL	Chimborazo	tak		t a k	tak			beukema1975
#
2016		ɾ k u	2077	SEQUENTIAL2	Tarma	rku		ɾ k u	rku		close temporal relationship, also “social act”	adelaar1977
#
2017		g a ʃ a	2079	SIBLING	Tarma	gasha		g a ʃ a	gasha, chikaq		siblings of the same sex	adelaar1977
2018		tʃ i k a q	2080	SIBLING	Tarma	chikaq		tʃ i k a q	gasha, chikaq		siblings of the same sex	adelaar1977
#
104		t u k u	2082	SIMULATIVE	Apuri	tuku		t u k u	tuku			shimelman2017
304		- - t i	2082	SIMULATIVE	Ayacucho	ti		t i	ti			parker1969
493		t u k u	2082	SIMULATIVE	Cacra-Hongos	tuku		t u k u	tuku			shimelman2017
565		- - t i	2082	SIMULATIVE	Cajamarca	ti		t i	ti			quesada2006
778		k a tʃ a	2082	SIMULATIVE	Cuzco	kacha		k a tʃ a	kacha			cusihuaman1976
976		t u k u	2082	SIMULATIVE	Huallaga	tuku		t u k u	tuku			weber1996
1069		t u k u	2082	SIMULATIVE	Huanca	tuku		t u k u	tuku			cerron1976
1185		t u k u	2082	SIMULATIVE	Huangascar	tuku		t u k u	tuku			shimelman2017
1503		t u k u	2082	SIMULATIVE	Lincha-Tana	tuku		t u k u	tuku			shimelman2017
1829		t u k u	2082	SIMULATIVE	SanPedro	tuku		t u k u	tuku			shimelman2017
2019		t u k u	2082	SIMULATIVE	Tarma	tuku		t u k u	tuku			adelaar1977
2096		t u k u		SIMULATIVE	Pacaraos	tuku		t u k u				
2221		t u k u		SIMULATIVE	Imbabura	tuku		t u k u				cole1985
2248		n a w		SIMULATIVE	HuarazHuailas	naw		n a w				
2284		t i j a		SIMULATIVE	Apurimac	tiya		t i j a	tiya		Acción repetida y simulada	camacho2006
#
1589		s i k a n	2095	SIZE	Pacaraos	sikan		s i k a n	sikan		solo en demostrativos	adelaar1987
#
105		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Apuri	shtin		ʃ t i n	shtin			shimelman2017
305		s t i -	2097	SUBORDINATOR ADVERBIAL	Ayacucho	sti		s t i	sti			parker1969
494		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Cacra-Hongos	shtin		ʃ t i n	shtin			shimelman2017
566		ʃ t i -	2097	SUBORDINATOR ADVERBIAL	Cajamarca	shti		ʃ t i	shti		“acción que es columinación de otra”	quesada2006
1070		ʃ t i -	2097	SUBORDINATOR ADVERBIAL	Huanca	shti		ʃ t i	shti			cerron1976
1186		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Huangascar	shtin		ʃ t i n	shtin			shimelman2017
1395		s t i n	2097	SUBORDINATOR ADVERBIAL	Laraos	stin		s t i n	stin		Gerundio 3	taylor1990
1504		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Lincha-Tana	shtin		ʃ t i n	shtin			shimelman2017
1652		ʃ p a -	2097	SUBORDINATOR ADVERBIAL	Pastaza	shpa		ʃ p a	shpa			
1830		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	SanPedro	shtin		ʃ t i n	shtin			shimelman2017
1933		s - - -	2097	SUBORDINATOR ADVERBIAL	Santiagueno	s		s	s			juanatey2020
2020		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Tarma	shtin		ʃ t i n	shtin			adelaar1977
2094		n i		SUBORDINATOR ADVERBIAL	Pacaraos	ni		n i				
2245		n q a		SUBORDINATOR ADVERBIAL	HuarazHuailas	nqa		n q a				
2269		s t i	2097	SUBORDINATOR ADVERBIAL	Cuzco	sti		s t i				
2285		s t i n		SUBORDINATOR ADVERBIAL	Apurimac	stin		s t i n	stin			camacho2006
2291		ʃ a		SUBORDINATOR ADVERBIAL	Huallaga	sha		ʃ a	sha, q			
2292		q		SUBORDINATOR ADVERBIAL	Huallaga	q		q	sha, q			
#
380		g t a	2110	SUBORDINATOR CONSEQUENCE	Azuay	gta		g t a	gta		limitative= bebió hasta que se emborrachó; direct consequence from main verb	cordero1955
1340		g t a	2110	SUBORDINATOR CONSEQUENCE	Inga	gta		g t a	gta		limitative= bebió hasta que se emborrachó; direct consequence from main verb	tandioy1978
#
2223		q p i		SUBORDINATOR DIFFSUB	Imbabura	jpi		q p i				cole1985
#
106		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Apuri	shpa		ʃ p a	shpa			shimelman2017
213		s p a - - -	2113	SUBORDINATOR IDSUB	Apurimac	spa		s p a	spa			camacho2006
306		s p a - - -	2113	SUBORDINATOR IDSUB	Ayacucho	spa		s p a	spa			parker1969
381		s p a - - -	2113	SUBORDINATOR IDSUB	Azuay	spa		s p a	spa			cordero1955
495		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Cacra-Hongos	shpa		ʃ p a	shpa			shimelman2017
567		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Cajamarca	shpa		ʃ p a	shpa			quesada2006
622		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Chachapoyas	špa		ʃ p a	špa, šnin, štin		no distinguishing wrt adverbial subord	taylor1979
623		ʃ n i n	2115	SUBORDINATOR IDSUB	Chachapoyas	šnin		ʃ n i n	špa, šnin, štin		no distinguishing wrt adverbial subord	taylor1979
624		ʃ t i n	2115	SUBORDINATOR IDSUB	Chachapoyas	štin		ʃ t i n	špa, šnin, štin		no distinguishing wrt adverbial subord	taylor1979
684		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Chimborazo	špa		ʃ p a	špa, ngapak		/-ngapak/ ‘Consequential – equivalent subject’	
685		n g a p a k	2116	SUBORDINATOR IDSUB	Chimborazo	ngapak		n g a p a k	špa, ngapak		/-ngapak/ ‘Consequential – equivalent subject’	
856		ɾ	2114	SUBORDINATOR IDSUB	Ferrenafe	r		ɾ	r			
977		- ʐ - - - -	2114	SUBORDINATOR IDSUB	Huallaga	r		ʐ	r , špa, ʎpa		/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	
978		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Huallaga	špa		ʃ p a	r , špa, ʎpa		/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	
979		ʎ p a - - -	2113	SUBORDINATOR IDSUB	Huallaga	ʎpa		ʎ p a	r , špa, ʎpa		/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	
1071		l - - - - -	2114	SUBORDINATOR IDSUB	Huanca	l		l	l			cerron1976
1187		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Huangascar	shpa		ʃ p a	shpa			shimelman2017
1268		ɾ	2114	SUBORDINATOR IDSUB	HuarazHuailas	r		ɾ	r			parker1976
1341		s p a - - -	2113	SUBORDINATOR IDSUB	Inga	spa		s p a	spa			tandioy1978
1396		ɾ	2114	SUBORDINATOR IDSUB	Laraos	r		ɾ	r			
1505		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Lincha-Tana	shpa		ʃ p a	shpa			shimelman2017
1590		ç p a - - -	2113	SUBORDINATOR IDSUB	Pacaraos	shpa		ç p a	shpa		se reduce a sh a final de palabra	adelaar1987
1653		ʃ p a	2113	SUBORDINATOR IDSUB	Pastaza	shpayki		ʃ p a	shpayki		CORREFERENCIALIDAD	landerman1973
1720		ʃ p a - - -	2113	SUBORDINATOR IDSUB	SanMartin	shpa		ʃ p a	shpa		no distinguishing wrt adverbial subord	coombs1976
1831		ʃ p a - - -	2113	SUBORDINATOR IDSUB	SanPedro	shpa		ʃ p a	shpa			shimelman2017
1934		s p a - - -	2113	SUBORDINATOR IDSUB	Santiagueno	spa		s p a	spa			juanatey2020
2021		ɾ	2114	SUBORDINATOR IDSUB	Tarma	r		ɾ	r			adelaar1977
2222		ʃ p a		SUBORDINATOR IDSUB	Imbabura	shpa		ʃ p a				cole1985
2253		s p a	2113	SUBORDINATOR IDSUB	Cuzco	spa		s p a				
#
382		o ɾ a	2141	SUBORDINATOR SAME-TIME	Azuay	hora		o ɾ a	hora		prestado del castellano	cordero1955
1342		o r a	2141	SUBORDINATOR SAME-TIME	Inga	hora		o r a	hora		prestado del castellano	tandioy1978
#
107		p t i -	2144	SUBORIDNATOR DIFFSUB	Apuri	pti		p t i	pti			shimelman2017
214		p t i -	2144	SUBORIDNATOR DIFFSUB	Apurimac	pti		p t i	pti			camacho2006
307		p t i -	2144	SUBORIDNATOR DIFFSUB	Ayacucho	pti		p t i	pti			parker1969
383		g p i	26	SUBORIDNATOR DIFFSUB	Azuay	gpi		g p i	gpi			cordero1955
496		p t i -	2144	SUBORIDNATOR DIFFSUB	Cacra-Hongos	pti		p t i	pti			shimelman2017
568		p t i -	2144	SUBORIDNATOR DIFFSUB	Cajamarca	pti		p t i	pti			quesada2006
625		p t i -	2144	SUBORIDNATOR DIFFSUB	Chachapoyas	pti		p t i	pti			taylor1979
686		k p i	26	SUBORIDNATOR DIFFSUB	Chimborazo	kpi		k p i	kpi, cun		/-cun/ ‘Consequential – different subject’	beukema1975
687		- tʃ u n	22	SUBORIDNATOR DIFFSUB	Chimborazo	cun		tʃ u n	kpi, cun		/-cun/ ‘Consequential – different subject’	beukema1975
857		- t i -	23	SUBORIDNATOR DIFFSUB	Ferrenafe	ti		t i	ti		CORREFERENCIALIDAD	
980		p t i -	2144	SUBORIDNATOR DIFFSUB	Huallaga	pti		p t i	pti, ša		CORREFERENCIALIDAD	
981		ʃ a	2146	SUBORIDNATOR DIFFSUB	Huallaga	ša		ʃ a	pti, ša		CORREFERENCIALIDAD	
1072		p t i -	2144	SUBORIDNATOR DIFFSUB	Huanca	pti		p t i	pti			cerron1976
1188		p t i -	2144	SUBORIDNATOR DIFFSUB	Huangascar	pti		p t i	pti			shimelman2017
1269		p t i -	2144	SUBORIDNATOR DIFFSUB	HuarazHuailas	pti		p t i	pti		CORREFERENCIALIDAD	parker1976
1343		x p i	26	SUBORIDNATOR DIFFSUB	Inga	gpi		x p i	gpi			tandioy1978
1397		p t i -	2144	SUBORIDNATOR DIFFSUB	Laraos	pti		p t i	pti		CORREFERENCIALIDAD	taylor1990
1506		p t i -	2144	SUBORIDNATOR DIFFSUB	Lincha-Tana	pti		p t i	pti			shimelman2017
1591		p t i -	2144	SUBORIDNATOR DIFFSUB	Pacaraos	pti		p t i	pti		CORREFERENCIALIDAD	adelaar1987
1721		p t i -	2144	SUBORIDNATOR DIFFSUB	SanMartin	pti		p t i	pti, kti			coombs1976
1722		k t i -	2144	SUBORIDNATOR DIFFSUB	SanMartin	kti		k t i	pti, kti			coombs1976
1832		p t i -	2144	SUBORIDNATOR DIFFSUB	SanPedro	pti		p t i	pti			shimelman2017
1935		p t i -	2144	SUBORIDNATOR DIFFSUB	Santiagueno	pti		p t i	pti			juanatey2020
2022		p t i -	2144	SUBORIDNATOR DIFFSUB	Tarma	pti		p t i	pti			adelaar1977
2257		q t i		SUBORIDNATOR DIFFSUB	Cuzco	qti		q t i				
#
982		n n i n	2169	SUPERLATIVE	Huallaga	nnin		n n i n	nnin,nin		/-nnin/ después de vocales cortas	weber1996
983		n - i n	2169	SUPERLATIVE	Huallaga	nin		n i n	nnin,nin		/-nnin/ después de vocales cortas	weber1996
1073		k a s k a	2170	SUPERLATIVE	Huanca	kaska		k a s k a	kaska		hatun-kaska: más grande	cerron1976
#
1074		l a n	2173	SURPRISE	Huanca	lan		l a n	lan			cerron1976
#
384		n i g	2175	SURROUNDINGS	Azuay	nig		n i g	nig			cordero1955
1344		n i g	2175	SURROUNDINGS	Inga	nig		n i g	nig			tandioy1978
#
108		q a	2178	TOPIC	Apuri	qa		q a	qa			shimelman2017
308		χ a	2178	TOPIC	Ayacucho	qa		χ a	qa			parker1969
497		q a	2178	TOPIC	Cacra-Hongos	qa		q a	qa			shimelman2017
569		χ a	2178	TOPIC	Cajamarca	qa		χ a	qa			quesada2006
626		q a	2178	TOPIC	Chachapoyas	qa		q a	qa, ta		ta: formas interrogatives, en Lamas más amplio también	taylor1979
627		t a	2179	TOPIC	Chachapoyas	ta		t a	qa, ta		ta: formas interrogatives, en Lamas más amplio también	taylor1979
688		k a	2178	TOPIC	Chimborazo	ka		k a	ka			
779		q a	2178	TOPIC	Cuzco	qa		q a	qa		Tópico	cusihuaman1976
858		q a	2178	TOPIC	Ferrenafe	qa		q a	qa			taylor1982
984		q a	2178	TOPIC	Huallaga	qa		q a	qa		El topicalizador indica contraste como una manera de mostrar relevancia de un referente en contra de otro para el contexto.	weber1996
985		q a	2178	TOPIC	Huallaga	qa		q a	qa			weber1996
1075		q a	2178	TOPIC	Huanca	qa		q a	qa			cerron1976
1189		q a	2178	TOPIC	Huangascar	qa		q a	qa			shimelman2017
1398		q a	2178	TOPIC	Laraos	qa		q a	qa			taylor1990
1507		q a	2178	TOPIC	Lincha-Tana	qa		q a	qa			shimelman2017
1654		k a	2178	TOPIC	Pastaza	ka		k a	ka		En el diccionario: Identifica el tema de la oración.	
1723		q a	2178	TOPIC	SanMartin	qa		q a	qa			coombs1976
1833		q a	2178	TOPIC	SanPedro	qa		q a	qa			shimelman2017
1936		q a	2178	TOPIC	Santiagueno	qa		q a	qa			juanatey2020
2023		q a	2178	TOPIC	Tarma	qa		q a	qa			adelaar1977
2089		q a		TOPIC	Pacaraos	qa		q a				
2224		x a		TOPIC	Imbabura	qa		x a				cole1985
2237		q a	2178	TOPIC	HuarazHuailas	qa		q a				
#
2024		p a j	2199	TOPOGRAPHIC	Tarma	pay		p a j	pay			adelaar1977
#
111		ɾ a	2221	UNINTERRUPTED ACTION	Apuri	ra		ɾ a	ra			shimelman2017
309		ɾ a	2221	UNINTERRUPTED ACTION	Ayacucho	ra		ɾ a	ra		uninterrupted action as well	parker1969
500		l a	2221	UNINTERRUPTED ACTION	Cacra-Hongos	la		l a	la			shimelman2017
629		r a	2221	UNINTERRUPTED ACTION	Chachapoyas	ra		r a	ra		acción no cumplida	taylor1979
689		r a	2221	UNINTERRUPTED ACTION	Chimborazo	ra		r a	ra		Perseverancia: /capa-ra-ku-ška-kuna/, wait-INT-CONT-3PF-PL, ‘They had been steadfastly waiting’	
1192		ɾ a	2221	UNINTERRUPTED ACTION	Huangascar	ra		ɾ a	ra			shimelman2017
1399		ɾ a	2221	UNINTERRUPTED ACTION	Laraos	ra		ɾ a	ra			
1510		ɾ a	2221	UNINTERRUPTED ACTION	Lincha-Tana	ra		ɾ a	ra			shimelman2017
1655		ɾ a	2221	UNINTERRUPTED ACTION	Pastaza	ra		ɾ a	ra			
1724		r a	2221	UNINTERRUPTED ACTION	SanMartin	ra		r a	ra			coombs1976
1836		ɾ a	2221	UNINTERRUPTED ACTION	SanPedro	ra		ɾ a	ra			shimelman2017
2027		ɾ a	2221	UNINTERRUPTED ACTION	Tarma	ra		ɾ a	ra			adelaar1977
2108		r a		UNINTERRUPTED ACTION	Cajamarca	ra		r a				
2126		l aa	29	UNINTERRUPTED ACTION	Huanca	laa		l aa			stative	
2161		r a		UNINTERRUPTED ACTION	Inga	ra		r a				
2246		r aː	2221	UNINTERRUPTED ACTION	HuarazHuailas	raa		r aː				
2270		r a j a		UNINTERRUPTED ACTION	Cuzco	raya		r a j a				
#
112		ɾ - u	2234	URGENT	Apuri	ru		ɾ u	ru,ra			shimelman2017
113		ɾ - a	2234	URGENT	Apuri	ra		ɾ a	ru,ra			shimelman2017
215		r q u	2234	URGENT	Apurimac	rqu		r q u	rqu			camacho2006
310		ɾ χ u	2234	URGENT	Ayacucho	rqu		ɾ χ u	rqu		urgency or personal interest	parker1969
781		ɾ - u	2234	URGENT	Cuzco	ru		ɾ u	ru			cusihuaman1976
1193		ɾ - u	2234	URGENT	Huangascar	ru		ɾ u	ru,ra			shimelman2017
1194		ɾ - a	2234	URGENT	Huangascar	ra		ɾ a	ru,ra			shimelman2017
1511		ɾ - u	2234	URGENT	Lincha-Tana	ru		ɾ u	ru,ra			shimelman2017
1512		ɾ - a	2234	URGENT	Lincha-Tana	ra		ɾ a	ru,ra			shimelman2017
1837		ɾ - u	2234	URGENT	SanPedro	ru		ɾ u	ru,ra			shimelman2017
1838		ɾ - a	2234	URGENT	SanPedro	ra		ɾ a	ru,ra			shimelman2017
#
1076		s j a	2249	VERBAL AUMENTATIVE	Huanca	sya		s j a	sya		superlative + transformative, not very productive	cerron1976
#
109		p u	2201	VERBAL BENEFACTIVE	Apuri	pu		p u	pu,pa			shimelman2017
110		p a	2201	VERBAL BENEFACTIVE	Apuri	pa		p a	pu,pa			shimelman2017
216		p u	2201	VERBAL BENEFACTIVE	Apurimac	pu		p u	pu			camacho2006
311		p u	2201	VERBAL BENEFACTIVE	Ayacucho	pu		p u	pu		he sees it for someone	parker1969
385		p u	2201	VERBAL BENEFACTIVE	Azuay	pu		p u	pu			cordero1955
498		p u	2201	VERBAL BENEFACTIVE	Cacra-Hongos	pu		p u	pu,pa			shimelman2017
499		p a	2201	VERBAL BENEFACTIVE	Cacra-Hongos	pa		p a	pu,pa			shimelman2017
570		p a	2201	VERBAL BENEFACTIVE	Cajamarca	pa		p a	pa			quesada2006
628		p u	2201	VERBAL BENEFACTIVE	Chachapoyas	pu		p u	pu			taylor1979
780		p u	2201	VERBAL BENEFACTIVE	Cuzco	pu		p u	pu			cusihuaman1976
986		p u	2201	VERBAL BENEFACTIVE	Huallaga	pu		p u	pu		No hay ejemplos	weber1996
1077		p u	2201	VERBAL BENEFACTIVE	Huanca	pu		p u	pu			cerron1976
1190		p u	2201	VERBAL BENEFACTIVE	Huangascar	pu		p u	pu,pa			shimelman2017
1191		p a	2201	VERBAL BENEFACTIVE	Huangascar	pa		p a	pu,pa			shimelman2017
1270		p u	2201	VERBAL BENEFACTIVE	HuarazHuailas	pu		p u	pu		'for someone’ en Ayacucho-	parker1976
1345		p u	2201	VERBAL BENEFACTIVE	Inga	pu		p u	pu			tandioy1978
1508		p u	2201	VERBAL BENEFACTIVE	Lincha-Tana	pu		p u	pu,pa			shimelman2017
1509		p a	2201	VERBAL BENEFACTIVE	Lincha-Tana	pa		p a	pu,pa			shimelman2017
1592		p a	2201	VERBAL BENEFACTIVE	Pacaraos	pa		p a	pa		también marca el poseedor en una relación de posesión.	
1593		p u	2201	VERBAL BENEFACTIVE	Pacaraos	pu		p u	pu			adelaar1987
1656		p u	2201	VERBAL BENEFACTIVE	Pastaza	pu		p u	pu, pa		/-pa/ cuando el beneficiario es la 1ra persona.	
1657		p a	2201	VERBAL BENEFACTIVE	Pastaza	pa		p a	pu, pa		/-pa/ cuando el beneficiario es la 1ra persona.	
1834		p u	2201	VERBAL BENEFACTIVE	SanPedro	pu		p u	pu,pa			shimelman2017
1835		p a	2201	VERBAL BENEFACTIVE	SanPedro	pa		p a	pu,pa			shimelman2017
1937		p u	2201	VERBAL BENEFACTIVE	Santiagueno	pu		p u	pu			juanatey2020
2025		p a	2201	VERBAL BENEFACTIVE	Tarma	pa		p a	pa, pu			adelaar1977
2026		p u	2201	VERBAL BENEFACTIVE	Tarma	pu		p u	pa, pu			adelaar1977
2061		k u		VERBAL BENEFACTIVE	Ferrenafe	ku		k u				
2073		p u		VERBAL BENEFACTIVE	Laraos	pu		p u				
2144		p u		VERBAL BENEFACTIVE	SanMartin	pu		p u				
2225		p a		VERBAL BENEFACTIVE	Imbabura	pa		p a				cole1985
#
630		- s a p a	2263	VERBAL PLURAL	Chachapoyas	sapa		s a p a	sapa			taylor1979
859		g h a p a	2263	VERBAL PLURAL	Ferrenafe	ghapa		g h a p a	ghapa			taylor1982
1079		p a a k u	2264	VERBAL PLURAL	Huanca	paaku		p a a k u	paaku, lkaa			cerron1976
1080		l k a a	2265	VERBAL PLURAL	Huanca	lkaa		l k a a	paaku, lkaa			cerron1976
1725		- s a p a	2263	VERBAL PLURAL	SanMartin	sapa		s a p a	sapa			coombs1976
2028		ɾ k - a	2265	VERBAL PLURAL	Tarma	rka		ɾ k a	rka		before durative aspect, of after -ku	adelaar1977
#
114		n a	2270	VERBALIZER	Apuri	na		n a	na		some reciprocal action	shimelman2017
217		ɲ a	2270	VERBALIZER	Apurimac	ña		ɲ a	ña			camacho2006
312		ɲ a	2270	VERBALIZER	Ayacucho	ña		ɲ a	ña			parker1969
501		n a	2270	VERBALIZER	Cacra-Hongos	na		n a	na		some reciprocal action	shimelman2017
571		n a	2270	VERBALIZER	Cajamarca	na		n a	na			quesada2006
690		ɲ a	2270	VERBALIZER	Chimborazo	ña		ɲ a	ña			
987		k a k u	2271	VERBALIZER	Huallaga	kaku		k a k u	kaku		'Poner en’ cuando se añade a un sustantivo que se refiere a una parte del cuerpo.	
988		n a	2270	VERBALIZER	Huallaga	na		n a	na			weber1996
989		p a k u	2271	VERBALIZER	Huallaga	paku		p a k u	paku		Verbalizador intransitivizante. Convierte a un sustantivo en la acción característica de ese sustantivo /qonquir-pakU-/ ‘arrodillarse’.	
1195		n a	2270	VERBALIZER	Huangascar	na		n a	na		some reciprocal action	shimelman2017
1513		n a	2270	VERBALIZER	Lincha-Tana	na		n a	na		some reciprocal action	shimelman2017
1658		ɲ a	2270	VERBALIZER	Pastaza	ña		ɲ a	ña			
1839		n a	2270	VERBALIZER	SanPedro	na		n a	na		some reciprocal action	shimelman2017
2029		n a	2270	VERBALIZER	Tarma	na		n a	na			adelaar1977
2030		n a	2270	VERBALIZER	Tarma	na		n a	na			adelaar1977
2121		n a		VERBALIZER	Chachapoyas	ña, na		n a				taylor1979
2268		tʃ a		VERBALIZER	Cuzco	cha		tʃ a				
#
1659		n d a	2287	VIA	Pastaza	nda		n d a	nda		/Quiwrara-nda/ ‘Por la quebrada’; n+ta?	landerman1973
