ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SOURCE	TOKENS	VALUE	NOTE	BORROWING
2124	i k a tʃ a	1295	FREQUENTIVE	Huanca	ykatra	cerron1976	i k a tʃ a			
2125	k ai	1927	PROXIMAL DEMONSTRATIVE	Huanca	kay	cerron1976	k ai			
2126	l aː	11	UNINTERRUPTED ACTION	Huanca	laa	cerron1976	l aː			
2127	t a q	754	INTERROGATION	Huangascar	taq	shimelman2017	t a q			
2128	k ai	1927	PROXIMAL DEMONSTRATIVE	Tarma	kay	adelaar1977	k ai			
2129	tʃ ai	1036	DISTAL DEMONSTRATIVE	Tarma	chay	adelaar1977	tʃ ai			
2130	ʃ u - - - + n k i	337 528	3S SUBJECT 2S OBJECT	Tarma	shunki	adelaar1977	ʃ u + n k i			
2131	m a + n	4 546	3S SUBJECT 1S OBJECT	Tarma	ma-n	adelaar1977	m a + n			
2132	m a + n tʃ i	4 486	3S SUBJECT 1PL OBJECT	Tarma	ma-n-chi	adelaar1977	m a + n tʃ i			
2133	n k i + m a n	326 40	2S CONDITIONAL	Tarma	nki-man	adelaar1977	n k i + m a n			
2134	j k i	24	1S SUBJECT 2S OBJECT	Tarma	yki	adelaar1977	j k i			
2135	p a	2008	REPETITIVE	Santiagueno	pa	alderetes2001	p a			
2136	s q a	1800	PERFECT	Santiagueno	sqa	juanatey2020	s q a		nearly obsolescent	
2137	n t i -	1443	INCLUSIVE	Santiagueno	nti	alderetes2001	n t i			
2138	r a q	877	CONTINUATIVE	Santiagueno	raq	alderetes2001	r a q			
2139	m u	800	CISLOCATIVE	Santiagueno	mu	alderetes2001	m u			
2140	s u - - - + n	337 528	3S SUBJECT 2S OBJECT	Santiagueno	su-n	juanatey2020	s u + n			
2141	t a q	754	INTERROGATION	SanPedro	taq	shimelman2017	t a q			
2143	t a q	754	INTERROGATION	Lincha-Tana	taq	shimelman2017	t a q			
2144	p u	2201	VERBAL BENEFACTIVE	SanMartin	pu	coombs1976	p u			
2146	k ai	1927	PROXIMAL DEMONSTRATIVE	SanMartin	kay	coombs1976	k ai			
2147	tʃ ai	1036	DISTAL DEMONSTRATIVE	SanMartin	chay	coombs1976	tʃ ai			
2148	i t u -	14	DIMINUTIVE	SanMartin	itu	coombs1976	i t u			esp
2149	n	546	3S VERBAL	SanMartin	n	coombs1976	n			
2150	w a + n	3 546	3S SUBJECT 1S OBJECT	SanMartin	wa-n	coombs1976	w a + n			
2151	w a + n tʃ i	3 486	3S SUBJECT 1PL OBJECT	SanMartin	wa-n-chi	coombs1976	w a + n tʃ i			
2152	n k a	446	3S FUTURE	SanMartin	nka	coombs1976	n k a			
2153	ʃ u - - -	337	2S OBJECT	SanMartin	shu	coombs1976	ʃ u			
2154	n k i + m a n	326 40	2S CONDITIONAL	SanMartin	nki-man	coombs1976	n k i + m a n			
2155	ʃ k a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	SanMartin	shka-yki	coombs1976	ʃ k a + j k i			
2156	n tʃ i - + w a n	58 3	1PL VERBAL CONDITIONAL	SanMartin	n-chi-wan	coombs1976	n tʃ i + w a n			
2157	n tʃ i -	58	1PL VERBAL	SanMartin	nchi	coombs1976	n tʃ i			
2159	s i n a	824	COMPARATIVE	Inga	sina	tandioy1978	s i n a			
2160	p u r a	1256	EXCLUSIVE	Inga	pura	tandioy1978	p u r a			
2161	r a	11	UNINTERRUPTED ACTION	Inga	ra	tandioy1978	r a			
2162	w a	3	1 OBJECT	Imbabura	wa	cole1985	w a			
2165	m a n	853	CONDITIONAL	Imbabura	man	cole1985	m a n			
2166	n tʃ i -	58	1PL VERBAL	Imbabura	nchi	cole1985	n tʃ i			
2167	n tʃ i - + m a n	58 4	1PL VERBAL CONDITIONAL	Imbabura	nchi-man	cole1985	n tʃ i + m a n			
2168	ʃ u n	111	1PL VERBAL FUTURE	Imbabura	shun	cole1985	ʃ u n			
2169	k a + n i	234 235	1S VERBAL	Imbabura	ni	cole1985	k a + n i			
2170	ʃ a - -	280	1S VERBAL FUTURE	Imbabura	sha	cole1985	ʃ a			
2171	n g i + m a n	326 40	2S CONDITIONAL	Imbabura	ngui-man	cole1985	n g i + m a n			
2172	w a + n g i	3 370	2S SUBJECT 1S OBJECT	Imbabura	wa-ngui	cole1985	w a + n g i			
2173	n g i	370	2S VERBAL	Imbabura	ngui	cole1985	n g i			
2174	n g a	446	3S FUTURE	Imbabura	nga	cole1985	n g a			
2175	n	546	3S VERBAL	Imbabura	n	cole1985	n			
2176	m a n t a	571	ABLATIVE	Imbabura	manta	cole1985	m a n t a			
2177	t a	614	ACCUSATIVE	Imbabura	ta	cole1985	t a			
2178	p a ʃ	639	ADDITIVE	Imbabura	pash	cole1985	p a ʃ			
2179	q	674	AGENTIVE	Imbabura	j	cole1985	q			
2180	p a q	720	BENEFACTIVE	Imbabura	paj	cole1985	p a q			
2181	t a q	754	INTERROGATION	Imbabura	taq	cole1985	t a q			
2182	tʃ i	766	CAUSATIVE	Imbabura	chi	cole1985	tʃ i			
2183	m u	800	CISLOCATIVE	Imbabura	mu	cole1985	m u			
2184	ʃ - n a	824	COMPARATIVE	Imbabura	shna	cole1985	ʃ n a			
2185	r i j a	8	UNINTERRUPTED ACTION	Imbabura	riya	cole1985	r i j a			
2186	m a n	911	DATIVE/ILATIVE	Imbabura	man	cole1985	m a n	man		
2187	r k u	28	DESPECTIVE	Imbabura	rku	cole1985	r k u			
2188	n a j a	939	DESIDERATIVE	Imbabura	naya	cole1985	n a j a			
2189	g u	38	DIMINUTIVE	Imbabura	gu	cole1985	g u			
2190	ŋ a	1019	DISCONTINUATIVE	Imbabura	ña	cole1985	ŋ a			
2191	k ai	1927	PROXIMAL DEMONSTRATIVE	Imbabura	kay	cole1985	k ai			
2192	ʃ k a	1062	PROGRESSIVE	Imbabura	shka	cole1985	ʃ k a			
2193	- - j u	17	PROGRESSIVE	Imbabura	yu	cole1985	j u			
2194	- r i	1095	EMPHATIC	Imbabura	ri	cole1985	r i		also vowel shift of preceding element to /a/	
2195	tʃ a	18	EVIDENTIAL CONJECTURAL	Imbabura	chá	cole1985	tʃ a			
2196	m i	1157	EVIDENTIAL DIRECT	Imbabura	mi	cole1985	m i			
2197	ʃ i	1198	EVIDENTIAL REPORTATIVE	Imbabura	shi	cole1985	ʃ i			
2198	r a q	877	CONTINUATIVE	Imbabura	raj	cole1985	r a q			
2199	p a j a	7	REPETITIVE	Imbabura	paya	cole1985	p a j a			
2200	g r i	1397	INCEPTIVE	Imbabura	gri	cole1985	g r i			
2201	j a	1419	INCHOATIVE	Imbabura	ya	cole1985	j a			
2202	i	30	INFINITIVE	Imbabura	y	cole1985	i			
2203	w a n	1507	INSTRUMENTAL-COMITATIVE	Imbabura	wan	cole1985	w a n			
2204	n a x u	1976	JOINT ACTION	Imbabura	naju	cole1985	n a x u		Cole discusses that it should be rather interpreted as JOINT ACTION instead of reciprocal, which is a semantically stable interpretation (p. 92)	
2205	k a m a n	1578	LIMITATIVE	Imbabura	kaman	cole1985	k a m a n			
2206	p i	1603	LOCATIVE	Imbabura	pi	cole1985	p i			
2207	- r i	1397	MIDDLE VOICE	Imbabura	ri	cole1985	r i			
2208	s a p a	1656	MULTIPLE POSSESSIVE	Imbabura	sapa	cole1985	s a p a			
2209	tʃ u	1682	NEGATION	Imbabura	chu	cole1985	tʃ u			
2210	n a	1711	NOMINALIZER NA	Imbabura	na	cole1985	n a			
2211	r k a	1770	PAST TENSE	Imbabura	rka	cole1985	r k a			
2212	ʃ k a	1800	PERFECT	Imbabura	shka	cole1985	ʃ k a			
2213	ʃ k a	1800	PERFECTIVIZER	Imbabura	shka	cole1985	ʃ k a			
2214	k u n a	1855	PLURAL	Imbabura	kuna	cole1985	k u n a			
2215	j u q ( - - )	1887	POSSESSIVE	Imbabura	yuj	cole1985	j u q			
2216	i ʎ a q	49	PRIVATIVE	Imbabura	illaj	cole1985	i ʎ a q			
2217	tʃ ai	1036	DISTAL DEMONSTRATIVE	Imbabura	chay	cole1985	tʃ ai			
2219	r i	33	RECIPROCAL	Imbabura	ri	cole1985	r i		also reflexive	
2220	ʎ a	2039	RESTRICTIVE	Imbabura	lla	cole1985	ʎ a			
2221	t u k u	2082	SIMULATIVE	Imbabura	tuku	cole1985	t u k u			
2222	ʃ p a	2113	SUBORDINATOR IDSUB	Imbabura	shpa	cole1985	ʃ p a			
2223	q p i	26	SUBORDINATOR DIFFSUB	Imbabura	jpi	cole1985	q p i			
2224	x a	2178	TOPIC	Imbabura	qa	cole1985	x a			
2225	p a	2201	VERBAL BENEFACTIVE	Imbabura	pa	cole1985	p a			
2228	p i s	639	ADDITIVE	HuarazHuailas	pis	parker1976	p i s			
2229	ʃ i	1198	EVIDENTIAL REPORTATIVE	HuarazHuailas	shi	parker1976	ʃ i			
2230	m i	1157	EVIDENTIAL DIRECT	HuarazHuailas	mI	parker1976	m i			
2231	tʃ aː	18	EVIDENTIAL CONJECTURAL	HuarazHuailas	chaa	parker1976	tʃ aː			
2232	n a - -	1976	RECIPROCAL	HuarazHuailas	na	parker1976	n a			
2233	k a m a -	1578	LIMITATIVE	HuarazHuailas	kama	parker1976	k a m a			
2234	i	30	IMPERATIVE	HuarazHuailas	y	parker1976	i			
2236	ts u	1682	NEGATION	HuarazHuailas	tsu	parker1976	ts u			
2237	q a	2178	TOPIC	HuarazHuailas	qa	parker1976	q a			
2238	- ɾ i	1397	INCEPTIVE	HuarazHuailas	ri	parker1976	ɾ i			
2239	j k i	348	2S POSSESSOR	HuarazHuailas	yki	parker1976	j k i			
2241	ɾ i	6	DIMINUTIVE	HuarazHuailas	ri	parker1976	ɾ i			
2242	p aː	2008	REPETITIVE	HuarazHuailas	paa	parker1976	p aː			
2243	ʃ q a	2021	REPORTATIVE PAST TENSE	HuarazHuailas	shqa	parker1976	ʃ q a		past perfect also	
2247	t a q	754	INTERROGATION	HuarazHuailas	tan	parker1976	t a q			
2249	ʃ u - - -	337	2S OBJECT	HuarazHuailas	shu	parker1976	ʃ u			
2251	ts ai	1036	DISTAL DEMONSTRATIVE	HuarazHuailas	tsay	parker1976	ts ai			
2253	s p a	2113	SUBORDINATOR IDSUB	Cuzco	spa	cusihuaman1976	s p a			
2254	r q a	1770	PAST TENSE	Cuzco	rqa	cusihuaman1976	r q a		alternating with ra	
2256	k u n a	1855	PLURAL	Cuzco	kuna	cusihuaman1976	k u n a			
2257	q t i	2144	SUBORDINATOR DIFFSUB	Cuzco	qti	cusihuaman1976	q t i			
2259	s a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Cuzco	say-ki	cusihuaman1976	s a + j k i			
2260	n a	1711	NOMINALIZER NA	Cuzco	na	cusihuaman1976	n a			
2261	n tʃ i s	58	1PL POSSESSOR	Cuzco	nchis	cusihuaman1976	n tʃ i s			
2262	n tʃ i s	58	1PL VERBAL	Cuzco	nchis	cusihuaman1976	n tʃ i s			
2264	m a n	853	CONDITIONAL	Cuzco	man	cusihuaman1976	m a n			
2265	- q a	446	3S FUTURE	Cuzco	qa	cusihuaman1976	q a			
2266	n	466	3S POSSESSOR	Cuzco	n	cusihuaman1976	n			
2267	j k i	348	2S POSSESSOR	Cuzco	yki	cusihuaman1976	j k i			
2269	s t i -	2097	SUBORDINATOR ADVERBIAL	Cuzco	sti	cusihuaman1976	s t i			
2272	s u - - -	337	2S OBJECT	Cuzco	ki	cusihuaman1976	s u			
2273	k ai	1927	PROXIMAL DEMONSTRATIVE	Cuzco	kay	cusihuaman1976	k ai			
2274	tʃ ai	1036	DISTAL DEMONSTRATIVE	Cuzco	chay	cusihuaman1976	tʃ ai			
2277	h i n a	824	COMPARATIVE	Apurimac	hina	camacho2006	h i n a	hina		
2281	i	30	IMPERATIVE	Apurimac	y	camacho2006	i	chun, chunku, y, ychis		
2283	m a s i	1746	PARTNERSHIP	Apurimac	masi	camacho2006	m a s i	masi		
2284	t i j a	32	SIMULATIVE	Apurimac	tiya	camacho2006	t i j a	tiya		
2285	s t i n	2097	SUBORDINATOR ADVERBIAL	Apurimac	stin	camacho2006	s t i n	stin		
2286	ʎ - a -	14	DIMINUTIVE	Huallaga	ʎa	weber1996	ʎ a	ʎa		esp
2287	m a s i	1746	PARTNERSHIP	Huallaga	masi	weber1996	m a s i	masi		
2288	ʃ k a	1800	PERFECT	Huallaga	shka	weber1996	ʃ k a	shka		
2293	k	674	AGENTIVE	Pastaza	k	landerman1973	k	k		
2295	m a -	911	DATIVE/ILATIVE	Pastaza	ma	landerman1973	m a	ma		
2296	tʃ ai	1036	DISTAL DEMONSTRATIVE	Pastaza	chay	landerman1973	tʃ ai	chay		
2297	k ai	1927	PROXIMAL DEMONSTRATIVE	Pastaza	kay	landerman1973	k ai	kay		
2300	ʃ k a	2021	REPORTATIVE PAST TENSE	Pastaza	shka	landerman1973	ʃ k a	shka		
2301	n tʃ i k + m a n	58 4	1PL VERBAL CONDITIONAL	Chimborazo	nchikman	beukema1975	n tʃ i k + m a n	nchikman		
2302	n g i + m a n	326 40	2S CONDITIONAL	Chimborazo	ngiman	beukema1975	n g i + m a n	ngiman		
2304	ʒ a	2039	RESTRICTIVE	Chimborazo	ža	beukema1975	ʒ a	ža		
2306	- r i	1397	INCEPTIVE	Chimborazo	ri	beukema1975	r i	ri		
2308	j u k ( - - )	1887	POSSESSIVE	Chimborazo	yuk	beukema1975	j u k	pak, yuk		
2309	ʃ k a	2021	REPORTATIVE PAST TENSE	Chimborazo	ška	beukema1975	ʃ k a	ška		
2310	t a k	2063	SEQUENTIAL	Chimborazo	tak	beukema1975	t a k	tak		
2314	n k i + m a n	326 40	2S CONDITIONAL	HuarazHuailas	nki-man	parker1976	n k i + m a n			
2317	tʃ u -	1486	INJUNCTIVE	Huallaga	chu	weber1996	tʃ u	chu		
2318	tʃ u -	1486	INJUNCTIVE	Chimborazo	chu	beukema1975	tʃ u	chu		
2319	n k i + m a n	326 40	2S CONDITIONAL	Cuzco	nki-man	cerron2008	n k i + m a n			
2320	n k i + m a n	326 40	2S CONDITIONAL	Ayacucho	nki-man	cerron2008	n k i + m a n			
2321	n k i + m a n	326 40	2S CONDITIONAL	Apuri	nki-man	shimelman2017	n k i + m a n			
